2019 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:47 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,197,Aston,2974,Wantirna South,999,Informal,Informal,999,N,N,,Informal,58,1.59
VIC,197,Aston,64690,Wantirna South PPVC,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,5308,3.4
VIC,197,Aston,64690,Wantirna South PPVC,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),560,-0.3
VIC,197,Aston,64690,Wantirna South PPVC,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,2561,0.26
VIC,197,Aston,64690,Wantirna South PPVC,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,251,2.83
VIC,197,Aston,64690,Wantirna South PPVC,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,188,2.12
VIC,197,Aston,64690,Wantirna South PPVC,999,Informal,Informal,999,N,N,,Informal,314,0.58
VIC,197,Aston,2952,Wantirna West,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,756,-3.64
VIC,197,Aston,2952,Wantirna West,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),115,2.38
VIC,197,Aston,2952,Wantirna West,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,377,2.47
VIC,197,Aston,2952,Wantirna West,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,40,3.04
VIC,197,Aston,2952,Wantirna West,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,26,1.98
VIC,197,Aston,2952,Wantirna West,999,Informal,Informal,999,N,N,,Informal,39,0.32
VIC,197,Aston,2966,Watersedge,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,632,3.79
VIC,197,Aston,2966,Watersedge,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),121,-0.06
VIC,197,Aston,2966,Watersedge,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,357,-1.17
VIC,197,Aston,2966,Watersedge,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,34,2.86
VIC,197,Aston,2966,Watersedge,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,45,3.78
VIC,197,Aston,2966,Watersedge,999,Informal,Informal,999,N,N,,Informal,35,-0.85
VIC,198,Ballarat,2977,Alfredton,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,29,3.61
VIC,198,Ballarat,2977,Alfredton,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,35,4.36
VIC,198,Ballarat,2977,Alfredton,33575,GRAHAM,Alex,3,N,N,IND,Independent,8,1
VIC,198,Ballarat,2977,Alfredton,33429,SHADY,Nick,4,N,N,IND,Independent,19,2.37
VIC,198,Ballarat,2977,Alfredton,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),74,1.09
VIC,198,Ballarat,2977,Alfredton,33268,VO,Tim,6,N,N,LP,Liberal,272,-6.87
VIC,198,Ballarat,2977,Alfredton,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,366,1.88
VIC,198,Ballarat,2977,Alfredton,999,Informal,Informal,999,N,N,,Informal,41,0.42
VIC,198,Ballarat,2978,Alfredton West,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,94,4.04
VIC,198,Ballarat,2978,Alfredton West,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,78,3.35
VIC,198,Ballarat,2978,Alfredton West,33575,GRAHAM,Alex,3,N,N,IND,Independent,28,1.2
VIC,198,Ballarat,2978,Alfredton West,33429,SHADY,Nick,4,N,N,IND,Independent,72,3.1
VIC,198,Ballarat,2978,Alfredton West,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),168,-1.45
VIC,198,Ballarat,2978,Alfredton West,33268,VO,Tim,6,N,N,LP,Liberal,795,-6.3
VIC,198,Ballarat,2978,Alfredton West,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,1090,5.85
VIC,198,Ballarat,2978,Alfredton West,999,Informal,Informal,999,N,N,,Informal,123,-0.21
VIC,198,Ballarat,3252,Bacchus Marsh,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,130,6.48
VIC,198,Ballarat,3252,Bacchus Marsh,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,114,5.68
VIC,198,Ballarat,3252,Bacchus Marsh,33575,GRAHAM,Alex,3,N,N,IND,Independent,60,2.99
VIC,198,Ballarat,3252,Bacchus Marsh,33429,SHADY,Nick,4,N,N,IND,Independent,38,1.89
VIC,198,Ballarat,3252,Bacchus Marsh,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),178,-2.1
VIC,198,Ballarat,3252,Bacchus Marsh,33268,VO,Tim,6,N,N,LP,Liberal,596,-3.52
VIC,198,Ballarat,3252,Bacchus Marsh,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,891,2.32
VIC,198,Ballarat,3252,Bacchus Marsh,999,Informal,Informal,999,N,N,,Informal,115,-1.65
VIC,198,Ballarat,3253,Ballan,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,66,4.09
VIC,198,Ballarat,3253,Ballan,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,82,5.08
VIC,198,Ballarat,3253,Ballan,33575,GRAHAM,Alex,3,N,N,IND,Independent,28,1.73
VIC,198,Ballarat,3253,Ballan,33429,SHADY,Nick,4,N,N,IND,Independent,44,2.72
VIC,198,Ballarat,3253,Ballan,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),119,-2.63
VIC,198,Ballarat,3253,Ballan,33268,VO,Tim,6,N,N,LP,Liberal,501,5.52
VIC,198,Ballarat,3253,Ballan,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,775,7.25
VIC,198,Ballarat,3253,Ballan,999,Informal,Informal,999,N,N,,Informal,97,-1.6
VIC,198,Ballarat,2986,Ballarat,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,97,7.56
VIC,198,Ballarat,2986,Ballarat,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,47,3.66
VIC,198,Ballarat,2986,Ballarat,33575,GRAHAM,Alex,3,N,N,IND,Independent,20,1.56
VIC,198,Ballarat,2986,Ballarat,33429,SHADY,Nick,4,N,N,IND,Independent,27,2.1
VIC,198,Ballarat,2986,Ballarat,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),224,-3.72
VIC,198,Ballarat,2986,Ballarat,33268,VO,Tim,6,N,N,LP,Liberal,299,-2.92
VIC,198,Ballarat,2986,Ballarat,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,569,2.22
VIC,198,Ballarat,2986,Ballarat,999,Informal,Informal,999,N,N,,Informal,64,-0.11
VIC,198,Ballarat,2990,Ballarat North,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,67,4.71
VIC,198,Ballarat,2990,Ballarat North,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,60,4.21
VIC,198,Ballarat,2990,Ballarat North,33575,GRAHAM,Alex,3,N,N,IND,Independent,16,1.12
VIC,198,Ballarat,2990,Ballarat North,33429,SHADY,Nick,4,N,N,IND,Independent,31,2.18
VIC,198,Ballarat,2990,Ballarat North,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),148,-1.07
VIC,198,Ballarat,2990,Ballarat North,33268,VO,Tim,6,N,N,LP,Liberal,405,-5.61
VIC,198,Ballarat,2990,Ballarat North,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,697,2.76
VIC,198,Ballarat,2990,Ballarat North,999,Informal,Informal,999,N,N,,Informal,58,-1.17
VIC,198,Ballarat,2991,Ballarat North West,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,60,3.55
VIC,198,Ballarat,2991,Ballarat North West,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,32,1.89
VIC,198,Ballarat,2991,Ballarat North West,33575,GRAHAM,Alex,3,N,N,IND,Independent,13,0.77
VIC,198,Ballarat,2991,Ballarat North West,33429,SHADY,Nick,4,N,N,IND,Independent,32,1.89
VIC,198,Ballarat,2991,Ballarat North West,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),193,-2.88
VIC,198,Ballarat,2991,Ballarat North West,33268,VO,Tim,6,N,N,LP,Liberal,556,-11.19
VIC,198,Ballarat,2991,Ballarat North West,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,803,12.03
VIC,198,Ballarat,2991,Ballarat North West,999,Informal,Informal,999,N,N,,Informal,47,0.03
VIC,198,Ballarat,34062,Ballarat PPVC,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,845,3.54
VIC,198,Ballarat,34062,Ballarat PPVC,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,900,3.77
VIC,198,Ballarat,34062,Ballarat PPVC,33575,GRAHAM,Alex,3,N,N,IND,Independent,305,1.28
VIC,198,Ballarat,34062,Ballarat PPVC,33429,SHADY,Nick,4,N,N,IND,Independent,441,1.85
VIC,198,Ballarat,34062,Ballarat PPVC,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),1762,-1.34
VIC,198,Ballarat,34062,Ballarat PPVC,33268,VO,Tim,6,N,N,LP,Liberal,8133,-4.75
VIC,198,Ballarat,34062,Ballarat PPVC,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,11486,5.39
VIC,198,Ballarat,34062,Ballarat PPVC,999,Informal,Informal,999,N,N,,Informal,1018,-1.39
VIC,198,Ballarat,2993,Ballarat South,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,40,4.4
VIC,198,Ballarat,2993,Ballarat South,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,37,4.07
VIC,198,Ballarat,2993,Ballarat South,33575,GRAHAM,Alex,3,N,N,IND,Independent,8,0.88
VIC,198,Ballarat,2993,Ballarat South,33429,SHADY,Nick,4,N,N,IND,Independent,16,1.76
VIC,198,Ballarat,2993,Ballarat South,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),110,-0.29
VIC,198,Ballarat,2993,Ballarat South,33268,VO,Tim,6,N,N,LP,Liberal,211,-3.06
VIC,198,Ballarat,2993,Ballarat South,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,488,3.15
VIC,198,Ballarat,2993,Ballarat South,999,Informal,Informal,999,N,N,,Informal,49,-2.18
VIC,198,Ballarat,2998,Black Hill,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,52,4.17
VIC,198,Ballarat,2998,Black Hill,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,54,4.33
VIC,198,Ballarat,2998,Black Hill,33575,GRAHAM,Alex,3,N,N,IND,Independent,15,1.2
VIC,198,Ballarat,2998,Black Hill,33429,SHADY,Nick,4,N,N,IND,Independent,27,2.17
VIC,198,Ballarat,2998,Black Hill,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),177,-1.76
VIC,198,Ballarat,2998,Black Hill,33268,VO,Tim,6,N,N,LP,Liberal,304,-7.39
VIC,198,Ballarat,2998,Black Hill,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,618,5.44
VIC,198,Ballarat,2998,Black Hill,999,Informal,Informal,999,N,N,,Informal,58,0.14
VIC,198,Ballarat,3259,Blackwood,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,16,5.44
VIC,198,Ballarat,3259,Blackwood,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,23,7.82
VIC,198,Ballarat,3259,Blackwood,33575,GRAHAM,Alex,3,N,N,IND,Independent,3,1.02
VIC,198,Ballarat,3259,Blackwood,33429,SHADY,Nick,4,N,N,IND,Independent,4,1.36
VIC,198,Ballarat,3259,Blackwood,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),48,-2.01
VIC,198,Ballarat,3259,Blackwood,33268,VO,Tim,6,N,N,LP,Liberal,64,-1.76
VIC,198,Ballarat,3259,Blackwood,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,136,2.66
VIC,198,Ballarat,3259,Blackwood,999,Informal,Informal,999,N,N,,Informal,16,-0.4
VIC,198,Ballarat,65571,BLV Ballarat PPVC,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,1,6.67
VIC,198,Ballarat,65571,BLV Ballarat PPVC,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,1,6.67
VIC,198,Ballarat,65571,BLV Ballarat PPVC,33575,GRAHAM,Alex,3,N,N,IND,Independent,0,0
VIC,198,Ballarat,65571,BLV Ballarat PPVC,33429,SHADY,Nick,4,N,N,IND,Independent,0,0
VIC,198,Ballarat,65571,BLV Ballarat PPVC,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),0,-6.34
VIC,198,Ballarat,65571,BLV Ballarat PPVC,33268,VO,Tim,6,N,N,LP,Liberal,5,-4.11
VIC,198,Ballarat,65571,BLV Ballarat PPVC,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,8,3.37
VIC,198,Ballarat,65571,BLV Ballarat PPVC,999,Informal,Informal,999,N,N,,Informal,0,-0.04
VIC,198,Ballarat,3002,Brown Hill,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,69,5.12
VIC,198,Ballarat,3002,Brown Hill,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,67,4.97
VIC,198,Ballarat,3002,Brown Hill,33575,GRAHAM,Alex,3,N,N,IND,Independent,17,1.26
VIC,198,Ballarat,3002,Brown Hill,33429,SHADY,Nick,4,N,N,IND,Independent,35,2.6
VIC,198,Ballarat,3002,Brown Hill,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),136,-0.85
VIC,198,Ballarat,3002,Brown Hill,33268,VO,Tim,6,N,N,LP,Liberal,369,-8.51
VIC,198,Ballarat,3002,Brown Hill,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,655,5.58
VIC,198,Ballarat,3002,Brown Hill,999,Informal,Informal,999,N,N,,Informal,47,-2.29
VIC,198,Ballarat,3004,Bungaree,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,9,1.98
VIC,198,Ballarat,3004,Bungaree,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,17,3.74
VIC,198,Ballarat,3004,Bungaree,33575,GRAHAM,Alex,3,N,N,IND,Independent,5,1.1
VIC,198,Ballarat,3004,Bungaree,33429,SHADY,Nick,4,N,N,IND,Independent,15,3.3
VIC,198,Ballarat,3004,Bungaree,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),14,-1.47
VIC,198,Ballarat,3004,Bungaree,33268,VO,Tim,6,N,N,LP,Liberal,271,2.07
VIC,198,Ballarat,3004,Bungaree,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,123,4.8
VIC,198,Ballarat,3004,Bungaree,999,Informal,Informal,999,N,N,,Informal,13,-2.15
VIC,198,Ballarat,3005,Buninyong,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,58,3.15
VIC,198,Ballarat,3005,Buninyong,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,61,3.31
VIC,198,Ballarat,3005,Buninyong,33575,GRAHAM,Alex,3,N,N,IND,Independent,29,1.58
VIC,198,Ballarat,3005,Buninyong,33429,SHADY,Nick,4,N,N,IND,Independent,41,2.23
VIC,198,Ballarat,3005,Buninyong,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),210,-4.27
VIC,198,Ballarat,3005,Buninyong,33268,VO,Tim,6,N,N,LP,Liberal,549,-4.69
VIC,198,Ballarat,3005,Buninyong,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,893,8.56
VIC,198,Ballarat,3005,Buninyong,999,Informal,Informal,999,N,N,,Informal,73,-0.03
VIC,198,Ballarat,3007,Canadian,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,37,3.07
VIC,198,Ballarat,3007,Canadian,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,57,4.72
VIC,198,Ballarat,3007,Canadian,33575,GRAHAM,Alex,3,N,N,IND,Independent,21,1.74
VIC,198,Ballarat,3007,Canadian,33429,SHADY,Nick,4,N,N,IND,Independent,34,2.82
VIC,198,Ballarat,3007,Canadian,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),149,-0.34
VIC,198,Ballarat,3007,Canadian,33268,VO,Tim,6,N,N,LP,Liberal,243,-6.3
VIC,198,Ballarat,3007,Canadian,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,666,5.12
VIC,198,Ballarat,3007,Canadian,999,Informal,Informal,999,N,N,,Informal,60,-0.8
VIC,198,Ballarat,3006,Cardigan Village,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,11,3.97
VIC,198,Ballarat,3006,Cardigan Village,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,12,4.33
VIC,198,Ballarat,3006,Cardigan Village,33575,GRAHAM,Alex,3,N,N,IND,Independent,3,1.08
VIC,198,Ballarat,3006,Cardigan Village,33429,SHADY,Nick,4,N,N,IND,Independent,10,3.61
VIC,198,Ballarat,3006,Cardigan Village,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),14,-1.06
VIC,198,Ballarat,3006,Cardigan Village,33268,VO,Tim,6,N,N,LP,Liberal,108,-7.56
VIC,198,Ballarat,3006,Cardigan Village,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,119,9.74
VIC,198,Ballarat,3006,Cardigan Village,999,Informal,Informal,999,N,N,,Informal,16,1.08
VIC,198,Ballarat,3012,Clunes,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,24,3.01
VIC,198,Ballarat,3012,Clunes,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,47,5.89
VIC,198,Ballarat,3012,Clunes,33575,GRAHAM,Alex,3,N,N,IND,Independent,19,2.38
VIC,198,Ballarat,3012,Clunes,33429,SHADY,Nick,4,N,N,IND,Independent,21,2.63
VIC,198,Ballarat,3012,Clunes,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),74,-3.55
VIC,198,Ballarat,3012,Clunes,33268,VO,Tim,6,N,N,LP,Liberal,213,-3.37
VIC,198,Ballarat,3012,Clunes,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,400,5.34
VIC,198,Ballarat,3012,Clunes,999,Informal,Informal,999,N,N,,Informal,48,-2.16
VIC,198,Ballarat,3014,Creswick,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,62,5.39
VIC,198,Ballarat,3014,Creswick,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,60,5.21
VIC,198,Ballarat,3014,Creswick,33575,GRAHAM,Alex,3,N,N,IND,Independent,15,1.3
VIC,198,Ballarat,3014,Creswick,33429,SHADY,Nick,4,N,N,IND,Independent,25,2.17
VIC,198,Ballarat,3014,Creswick,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),115,-2.63
VIC,198,Ballarat,3014,Creswick,33268,VO,Tim,6,N,N,LP,Liberal,290,-4.81
VIC,198,Ballarat,3014,Creswick,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,584,6.3
VIC,198,Ballarat,3014,Creswick,999,Informal,Informal,999,N,N,,Informal,62,-0.49
VIC,198,Ballarat,3015,Creswick North,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,6,1.35
VIC,198,Ballarat,3015,Creswick North,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,18,4.06
VIC,198,Ballarat,3015,Creswick North,33575,GRAHAM,Alex,3,N,N,IND,Independent,4,0.9
VIC,198,Ballarat,3015,Creswick North,33429,SHADY,Nick,4,N,N,IND,Independent,16,3.61
VIC,198,Ballarat,3015,Creswick North,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),27,-1.98
VIC,198,Ballarat,3015,Creswick North,33268,VO,Tim,6,N,N,LP,Liberal,145,-1.13
VIC,198,Ballarat,3015,Creswick North,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,227,4.59
VIC,198,Ballarat,3015,Creswick North,999,Informal,Informal,999,N,N,,Informal,19,-2.16
VIC,198,Ballarat,3276,Darley,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,178,5.91
VIC,198,Ballarat,3276,Darley,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,162,5.38
VIC,198,Ballarat,3276,Darley,33575,GRAHAM,Alex,3,N,N,IND,Independent,68,2.26
VIC,198,Ballarat,3276,Darley,33429,SHADY,Nick,4,N,N,IND,Independent,73,2.43
VIC,198,Ballarat,3276,Darley,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),230,-0.85
VIC,198,Ballarat,3276,Darley,33268,VO,Tim,6,N,N,LP,Liberal,901,-0.98
VIC,198,Ballarat,3276,Darley,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,1398,0.7
VIC,198,Ballarat,3276,Darley,999,Informal,Informal,999,N,N,,Informal,171,-1.39
VIC,198,Ballarat,3277,Daylesford,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,74,5.51
VIC,198,Ballarat,3277,Daylesford,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,47,3.5
VIC,198,Ballarat,3277,Daylesford,33575,GRAHAM,Alex,3,N,N,IND,Independent,16,1.19
VIC,198,Ballarat,3277,Daylesford,33429,SHADY,Nick,4,N,N,IND,Independent,7,0.52
VIC,198,Ballarat,3277,Daylesford,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),255,-5.96
VIC,198,Ballarat,3277,Daylesford,33268,VO,Tim,6,N,N,LP,Liberal,321,-6.67
VIC,198,Ballarat,3277,Daylesford,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,623,8.96
VIC,198,Ballarat,3277,Daylesford,999,Informal,Informal,999,N,N,,Informal,62,-1.63
VIC,198,Ballarat,3018,Delacombe,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,50,4.66
VIC,198,Ballarat,3018,Delacombe,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,43,4.01
VIC,198,Ballarat,3018,Delacombe,33575,GRAHAM,Alex,3,N,N,IND,Independent,13,1.21
VIC,198,Ballarat,3018,Delacombe,33429,SHADY,Nick,4,N,N,IND,Independent,27,2.52
VIC,198,Ballarat,3018,Delacombe,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),82,-1.51
VIC,198,Ballarat,3018,Delacombe,33268,VO,Tim,6,N,N,LP,Liberal,263,-5.31
VIC,198,Ballarat,3018,Delacombe,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,594,3.95
VIC,198,Ballarat,3018,Delacombe,999,Informal,Informal,999,N,N,,Informal,53,-1.52
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,8,3.36
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,13,5.46
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),33575,GRAHAM,Alex,3,N,N,IND,Independent,8,3.36
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),33429,SHADY,Nick,4,N,N,IND,Independent,6,2.52
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),26,0.44
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),33268,VO,Tim,6,N,N,LP,Liberal,73,-8.93
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,104,3.8
VIC,198,Ballarat,30189,Divisional Office (PREPOLL),999,Informal,Informal,999,N,N,,Informal,12,-2.42
VIC,198,Ballarat,3278,Drummond,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,8,3.42
VIC,198,Ballarat,3278,Drummond,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,3,1.28
VIC,198,Ballarat,3278,Drummond,33575,GRAHAM,Alex,3,N,N,IND,Independent,1,0.43
VIC,198,Ballarat,3278,Drummond,33429,SHADY,Nick,4,N,N,IND,Independent,3,1.28
VIC,198,Ballarat,3278,Drummond,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),27,-3.6
VIC,198,Ballarat,3278,Drummond,33268,VO,Tim,6,N,N,LP,Liberal,74,-5.98
VIC,198,Ballarat,3278,Drummond,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,118,10.05
VIC,198,Ballarat,3278,Drummond,999,Informal,Informal,999,N,N,,Informal,9,-2.33
VIC,198,Ballarat,3280,Elaine,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,15,4.92
VIC,198,Ballarat,3280,Elaine,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,27,8.85
VIC,198,Ballarat,3280,Elaine,33575,GRAHAM,Alex,3,N,N,IND,Independent,3,0.98
VIC,198,Ballarat,3280,Elaine,33429,SHADY,Nick,4,N,N,IND,Independent,8,2.62
VIC,198,Ballarat,3280,Elaine,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),18,-3.63
VIC,198,Ballarat,3280,Elaine,33268,VO,Tim,6,N,N,LP,Liberal,115,-3.11
VIC,198,Ballarat,3280,Elaine,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,119,9.08
VIC,198,Ballarat,3280,Elaine,999,Informal,Informal,999,N,N,,Informal,23,0.05
VIC,198,Ballarat,3286,Glenlyon,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,16,2.73
VIC,198,Ballarat,3286,Glenlyon,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,12,2.04
VIC,198,Ballarat,3286,Glenlyon,33575,GRAHAM,Alex,3,N,N,IND,Independent,7,1.19
VIC,198,Ballarat,3286,Glenlyon,33429,SHADY,Nick,4,N,N,IND,Independent,5,0.85
VIC,198,Ballarat,3286,Glenlyon,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),100,-5.57
VIC,198,Ballarat,3286,Glenlyon,33268,VO,Tim,6,N,N,LP,Liberal,154,-2.14
VIC,198,Ballarat,3286,Glenlyon,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,293,8.64
VIC,198,Ballarat,3286,Glenlyon,999,Informal,Informal,999,N,N,,Informal,19,-1.22
VIC,198,Ballarat,3287,Gordon,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,22,3.24
VIC,198,Ballarat,3287,Gordon,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,25,3.68
VIC,198,Ballarat,3287,Gordon,33575,GRAHAM,Alex,3,N,N,IND,Independent,13,1.91
VIC,198,Ballarat,3287,Gordon,33429,SHADY,Nick,4,N,N,IND,Independent,16,2.36
VIC,198,Ballarat,3287,Gordon,32396,McALOON,Karen,5,N,N,GRN,The Greens (VIC),65,1.38
VIC,198,Ballarat,3287,Gordon,33268,VO,Tim,6,N,N,LP,Liberal,247,7.21
VIC,198,Ballarat,3287,Gordon,32326,KING,Catherine,7,Y,Y,ALP,Australian Labor Party,291,4.42
VIC,198,Ballarat,3287,Gordon,999,Informal,Informal,999,N,N,,Informal,40,1.28
VIC,198,Ballarat,3293,Hepburn Springs,33209,HILLS,Bryn,1,N,N,AJP,Animal Justice Party,32,4.4
VIC,198,Ballarat,3293,Hepburn Springs,32278,COZYN,Peter,2,N,N,UAPP,United Australia Party,15,2.06
